Dim.1	Dim.2	Dim.3	Dim.4	Dim.5	Dim.6	Dim.7	Dim.8	Dim.9	Dim.10
V306	0.391728071750618	0.308924200559107	0.110889310289227	0.344237213603964	0.0502490605638357	0.194039497352607	-0.0816260067378685	0.0877956110418608	0.0536357148048538	-0.11204792500924
V307	0.391728071750618	0.308924200559107	0.110889310289227	0.344237213603964	0.0502490605638357	0.194039497352607	-0.0816260067378685	0.0877956110418608	0.0536357148048538	-0.11204792500924
V308	0.391728071750618	0.308924200559107	0.110889310289227	0.344237213603964	0.0502490605638357	0.194039497352607	-0.0816260067378685	0.0877956110418608	0.0536357148048538	-0.11204792500924
V309	0.488805984054573	0.0219783497657409	0.275577144435045	0.177539774142161	0.0293789420894004	-0.224500421922081	0.00512779999408622	0.180943047855593	0.0359736419983599	-0.0790781082931859
V310	0.139609488006189	0.143115818906827	0.0329075032059342	0.302849610350681	0.299776271693638	-0.235130541970601	-0.206981697661839	-0.125470393248625	0.0576538673869675	0.368940864271911
V311	0.472818347244826	0.294310070747645	0.0759923432157534	0.060113331102706	0.131856088804847	-0.00728094772308378	-0.0647823613215447	0.0560019475527224	-0.0634800417579692	0.0860225111234906
V312	0.70714882103431	0.228447744716457	-0.268483485559949	-0.126471561231441	-0.0485210245123563	0.0793143998984147	-0.17636772827609	-0.130961176056919	-0.26375146993982	0.0404273657287453
V313	0.708491557278774	0.224406387975863	-0.268588667938727	-0.126114390815008	-0.0471725183738825	0.0798861497219653	-0.174000356661609	-0.12940170968464	-0.26586086847592	0.0414153986960473
V314	0.70714882103431	0.228447744716457	-0.268483485559949	-0.126471561231441	-0.0485210245123563	0.0793143998984147	-0.17636772827609	-0.130961176056919	-0.26375146993982	0.0404273657287453
V315	0.334323556952208	0.0132012746211612	0.14988378575709	-0.162137634351787	-0.127655864147408	-0.00398428150191942	0.120139751241627	-0.128909416327799	-0.180449471481941	0.147200964726775
V316	0.67578724733375	0.300511868844214	-0.0758283440797017	0.323049897683905	-0.274714922957106	0.0978656160984944	0.0999360443330309	0.121282368558441	0.0237474002306873	0.0414379277582489
V317	0.475098016947887	0.0566176377012024	0.144313521184734	0.00580631579191041	-0.149428703558444	0.0461818519890293	-0.0846999626580451	0.170838633982332	0.247788241443049	-0.159215341399413
V318	0.475098016947887	0.0566176377012024	0.144313521184734	0.00580631579191041	-0.149428703558444	0.0461818519890293	-0.0846999626580451	0.170838633982332	0.247788241443049	-0.159215341399413
V319	0.586292427095072	-0.540275639220512	-0.0149481638444585	0.0855063513222958	-0.2471557045765	0.335044150352014	-0.0494065429416562	0.0272721658569437	0.0627341395171529	0.0908406603265979
V320	0.308518928274811	0.264040601000806	0.0451430133207786	0.0124339359115015	-0.1427326169597	-0.0911608685342016	-0.184800244970004	0.0210061623747933	0.0469690246100864	-0.117458470085887
V321	0.465617877663527	0.159368059581291	0.154334688399601	0.0444399409624121	-0.376512828463885	0.17814532063691	0.326404342458986	0.124950802845895	0.0395184253486165	0.000232389200139936
V322	0.65638451844933	0.25319201308525	0.406188739460959	0.0491609820523292	0.0385254161098977	0.0316550399669782	0.16785623562877	-0.104307766956635	-0.0452460449388872	-0.105941615859709
V323	0.376143882189273	0.178578688691593	0.358787220075004	-0.0232836970507774	0.181959872391574	-0.0808275317422985	-0.0840301020890817	-0.0281307515330889	0.139410368693077	-0.0888790315650961
V324	0.600012054606485	-0.11958914512439	-0.11958625770689	-0.156473464400807	0.175260081813359	-0.100336618371709	0.0532027891131601	0.020543904684069	-0.196491659514001	-0.244783503574021
V325	0.508657126125181	0.418251121930716	-0.0313988335425738	0.059076895877277	0.0447016368954656	0.241749419742953	-0.204357056080739	0.0459013352113876	0.0732178530076408	0.0308588509059055
V326	0.313401626672613	0.335767509479098	-0.0284193624857178	-0.330760531634662	-0.024700406251938	0.25811552053243	-0.145740894567874	0.0547492254066771	-0.0504715337150373	0.203713049286046
V327	0.8321690417836	0.268098299246957	-0.262171835959158	-0.113559840518097	-0.0264738039342882	-0.124769519818962	-0.218301552874809	0.109395978158376	0.084139922058769	0.0220267134441992
V328	0.339740924812587	0.0689132783439999	-0.242456874761755	-0.2420747106384	0.19653668593811	-0.107987288708792	-0.111492384313839	0.00956817186805778	0.243046643970808	-0.0484788647306389
V329	0.591135214135668	0.482233501359839	0.369865502235868	0.115078879604225	-0.0667408798536071	-0.190874867519676	-0.0936100534387738	-0.140573172809877	-0.144243578745127	0.206266125788636
V330	0.636705275133914	-0.119504535228593	-0.00665313679161355	-0.456901921009144	0.15809580236899	-0.183387113798079	-0.0267591042209848	0.0931453349339684	-0.0766147713442773	0.0309993198790793
V331	0.757882060381535	0.0137769471616135	-0.418666887334587	0.0633073825310973	-0.0378250838050384	-0.181293781555737	0.0929527474926416	-0.142984876201247	0.0573645888891666	-0.0135911809029213
V332	0.478049805488286	-0.442843746630519	0.0656601933746307	-0.07265980933421	0.422650193730577	0.0495832999564816	-0.00346015389346548	0.0404232326751509	0.167235403222092	-0.107226787026907
V333	0.432894236669431	-0.20397175229761	0.174242183188734	-0.39519796935651	0.446005249328577	-0.26107616851493	-0.0406739467409144	0.00386103153350796	0.175579458463315	-0.0337016344045586
